STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA CTRY,Region,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,UNIT_MULTIPLIER,UNIT_MEASURE,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,TIME_PERIOD_METHOD,REF_PERIOD,COVERAGE_TIME,AGE
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HRV,6,PT_CHLD_Y0T4_REG,F,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Ministry of Public Administration,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HRV,6,PT_CHLD_Y0T4_REG,M,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Ministry of Public Administration,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,HRV,6,PT_CHLD_Y0T4_REG,_T,2023,100,,PCNT,RP,,,,,Births registered,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Ministry of Public Administration,,,EOF,,2023,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,RUS,7,PT_CHLD_Y0T4_REG,_T,2022,100,,PCNT,RP,,,,,"Excludes statistical data for the Donetsk People's Republic (DPR), Lugansk People's Republic (LPR), Zaporizhzhia and Kherson regions, temporarily occupied by the Russian Federation.","While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",Federal State Statistics Service (Rosstat),,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CUB,1,PT_CHLD_Y0T4_REG,F,2019,100,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CUB,1,PT_CHLD_Y0T4_REG,_T,2019,99.8,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CUB,1,PT_CHLD_Y0T4_REG,M,2019,99.6,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",MICS 2019,,,EOF,,2019,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,RWA,3,PT_CHLD_Y0T4_REG,M,2020,85.8,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,RWA,3,PT_CHLD_Y0T4_REG,_T,2020,85.6,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,RWA,3,PT_CHLD_Y0T4_REG,F,2020,85.4,,PCNT,RP,,,,,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",DHS 2019-20,,,EOF,,2019-20,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CYP,7,PT_CHLD_Y0T4_REG,_T,2022,100,,PCNT,RP,,,,,Data refer to government controlled areas,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Statistical Service of Cyprus, Demographic Statistics",,,EOF,,2022,Y0T4
dataflow,UNICEF:GLOBAL_DATAFLOW(1.0),I,CYP,7,PT_CHLD_Y0T4_REG,M,2022,100,,PCNT,RP,,,,,Data refer to government controlled areas,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.","Statistical Service of Cyprus, Demographic Statistics",,,EOF,,2022,Y0T4
